,id,nombre,idioma,fecha_adquisicion,fecha_estreno,genero_id,duracion_h,resena,nivelpublico_id
904,MOV000905,Night of the Demons (Series),GB,2021-10-08,2021-10-10,GP0000023,1.0,Every someone specific play conference every.,RE00000001
905,MOV000906,"Night of the Hunter, The",GB,2021-06-30,2021-07-11,GP0000004,1.0,Write father tough statement specific.,RE00000003
906,MOV000907,Nightcrawler,GB,2021-07-02,2021-07-10,GP0000025,1.5,Too us light professional tonight take.,RE00000003
907,MOV000908,"Nightmare Before Christmas, The",GB,2021-11-01,2021-11-06,GP0000016,1.5,Hear you impact hotel.,RE00000004
908,MOV000909,Nights of Cabiria,GB,2021-02-02,2021-03-03,GP0000012,1.5,Social city then account way clear never.,RE00000003
909,MOV000910,Ninotchka,GB,2021-01-22,2021-02-19,GP0000022,2.0,Lose toward establish former road year administration too.,RE00000002
910,MOV000911,No Country for Old Men,GB,2021-08-24,2021-08-29,GP0000025,1.75,Mention west southern.,RE00000002
911,MOV000912,Nocturnal Animals,GB,2021-06-03,2021-06-17,GP0000023,1.75,Move case boy treat again hear training safe.,RE00000001
912,MOV000913,North By Northwest,GB,2021-06-15,2021-06-15,GP0000023,1.75,Radio evening reason address out follow television fund.,RE00000002
913,MOV000914,Northfork,GB,2021-03-26,2021-04-06,GP0000025,2.0,Whose training change.,RE00000002
914,MOV000915,Nosferatu the Vampyre,GB,2021-06-26,2021-07-06,GP0000002,1.75,Mother child near new.,RE00000001
915,MOV000916,Nothing,GB,2021-04-18,2021-05-07,GP0000021,1.5,Report throw question because.,RE00000001
916,MOV000917,Nymphomaniac,GB,2021-08-25,2021-09-11,GP0000009,1.0,Stay security with term.,RE00000004
917,MOV000918,"O Brother, Where Art Thou?",GB,2021-03-07,2021-03-11,GP0000007,1.5,Administration themselves space parent standard space however.,RE00000003
918,MOV000919,Office Space,GB,2021-06-30,2021-07-11,GP0000003,1.75,Work may agreement former feeling.,RE00000003
919,MOV000920,"Oh, God!",GB,2021-08-14,2021-08-19,GP0000022,1.75,See dinner nice break whole than decade.,RE00000004
920,MOV000921,Oldboy,GB,2021-09-07,2021-09-20,GP0000024,1.5,Key actually particularly could significant day however.,RE00000002
921,MOV000922,Om Shanti Om (2007),GB,2021-08-07,2021-08-20,GP0000002,1.5,Than money foot eye tough very win trade.,RE00000001
922,MOV000923,Omkara (2006),GB,2021-11-07,2021-11-10,GP0000008,1.0,Area accept media yourself PM data.,RE00000001
923,MOV000924,Once Upon a Time in the West,GB,2021-10-26,2021-11-03,GP0000012,1.0,Approach day enter.,RE00000001
924,MOV000925,One Flew Over the Cuckoo's Nest,GB,2021-09-19,2021-10-08,GP0000003,1.0,Start computer likely might understand.,RE00000004
925,MOV000926,Only God Forgives,GB,2021-04-16,2021-04-16,GP0000003,1.75,Score likely either north professor.,RE00000004
926,MOV000927,Only Lovers Left Alive,GB,2021-11-03,2021-11-24,GP0000004,1.0,Main life federal family place organization land it.,RE00000003
927,MOV000928,Open Windows,GB,2021-05-23,2021-06-07,GP0000023,2.0,Another seem couple stock turn far wall.,RE00000003
928,MOV000929,Opera,GB,2021-01-11,2021-01-19,GP0000001,1.0,Officer child show seat always air fly agreement.,RE00000002
929,MOV000930,Orca: The Killer Whale,GB,2021-09-22,2021-10-08,GP0000004,1.5,Dog series hit.,RE00000004
930,MOV000931,Orgazmo,GB,2021-07-07,2021-07-29,GP0000003,1.75,Suffer write heavy through sure.,RE00000004
931,MOV000932,Orphan,GB,2021-07-24,2021-08-02,GP0000004,2.0,Teach site provide result.,RE00000003
932,MOV000933,Out of the Past,GB,2021-11-04,2021-11-17,GP0000022,1.5,Fish fine hear become.,RE00000001
933,MOV000934,Overlord,GB,2021-09-21,2021-10-16,GP0000019,1.75,Hundred value consider including senior away can.,RE00000001
934,MOV000935,"Overnight, The",GB,2021-04-27,2021-05-17,GP0000002,1.5,Write page all enjoy dinner.,RE00000004
935,MOV000936,P2,GB,2021-10-28,2021-11-10,GP0000003,1.0,Peace write speech relationship always contain.,RE00000002
936,MOV000937,Pacific Rim,GB,2021-11-15,2021-12-10,GP0000019,1.5,Team his floor specific from major.,RE00000003
937,MOV000938,Paddington,GB,2021-08-20,2021-09-03,GP0000019,2.0,Throw cause war.,RE00000002
938,MOV000939,Pakeezah (1972),GB,2021-07-03,2021-07-03,GP0000007,1.5,Understand film actually life system thousand stand.,RE00000001
939,MOV000940,Palindromes,GB,2021-01-14,2021-01-31,GP0000022,1.0,Present bill glass both remember join TV.,RE00000002
940,MOV000941,Palm Springs,GB,2021-08-18,2021-09-05,GP0000020,2.0,Debate room nothing American thing employee work.,RE00000002
941,MOV000942,Papillon,GB,2021-08-31,2021-09-12,GP0000022,2.0,Western feeling meet.,RE00000001
942,MOV000943,Paranormal Activity (Series),GB,2021-10-10,2021-10-21,GP0000006,1.5,Theory show avoid country position.,RE00000001
943,MOV000944,Paranorman,GB,2021-10-22,2021-11-04,GP0000013,1.75,Do religious mother among big.,RE00000001
944,MOV000945,Parinda (1989),GB,2021-04-15,2021-05-11,GP0000025,1.75,Spring health bag result night key.,RE00000002
945,MOV000946,Parineeta (1953),GB,2021-04-16,2021-04-19,GP0000013,1.5,Down term specific go.,RE00000003
946,MOV000947,Party Monster,GB,2021-08-26,2021-08-30,GP0000017,1.0,While senior base rest car maintain.,RE00000004
947,MOV000948,Parvarish (1977),GB,2021-05-05,2021-05-21,GP0000022,1.0,Success week than oil doctor.,RE00000002
948,MOV000949,Pather Panchali,GB,2021-11-13,2021-11-17,GP0000008,1.5,Money benefit lead among executive tend.,RE00000003
949,MOV000950,Paths of Glory,GB,2021-04-17,2021-04-22,GP0000005,1.5,Care former wear prepare side his service.,RE00000002
950,MOV000951,Patriot Games,GB,2021-12-05,2022-01-01,GP0000018,1.75,Quality speak onto team tonight address admit.,RE00000002
951,MOV000952,Patti Cakes,GB,2021-01-25,2021-01-31,GP0000019,1.5,Thousand help significant try report.,RE00000003
952,MOV000953,Patty Hearst,GB,2021-10-31,2021-11-24,GP0000018,1.0,Claim wide international business.,RE00000003
953,MOV000954,Pauly Shore is Dead,GB,2021-08-13,2021-08-15,GP0000006,1.0,Rule final market bit system college present.,RE00000001
954,MOV000955,Paycheck,GB,2021-09-13,2021-10-12,GP0000005,1.5,Body able feeling ever opportunity.,RE00000004
955,MOV000956,Pecker,GB,2021-09-16,2021-10-06,GP0000004,2.0,Kid usually she shoulder play.,RE00000004
956,MOV000957,Pee Wee's Big Adventure,GB,2021-04-06,2021-04-21,GP0000023,1.5,Company information employee knowledge.,RE00000001
957,MOV000958,Peeping Tom,GB,2021-01-21,2021-02-10,GP0000003,1.0,Record weight admit city leg.,RE00000001
958,MOV000959,Penn and Teller Get Killed,GB,2021-10-06,2021-10-26,GP0000014,1.5,Leave school central ok hope from early.,RE00000004
959,MOV000960,"People vs Larry Flynt, The",GB,2021-04-07,2021-05-04,GP0000019,1.5,Raise anything side radio after.,RE00000001
960,MOV000961,Perfect Blue,GB,2021-11-07,2021-11-21,GP0000013,2.0,Show reflect if stage point relationship behavior.,RE00000002
961,MOV000962,"Perfect Host, The",GB,2021-12-06,2021-12-22,GP0000013,2.0,Major know individual increase member expert sell according.,RE00000004
962,MOV000963,Perfume The Story of a Murderer,GB,2021-03-20,2021-04-11,GP0000020,2.0,Pretty visit Congress around mention realize town.,RE00000004
963,MOV000964,Persona,GB,2021-11-01,2021-11-03,GP0000013,1.0,Pull force compare wide matter show instead more.,RE00000003
964,MOV000965,Pet Sematary,GB,2021-05-10,2021-05-31,GP0000015,1.75,Whose environmental her.,RE00000001
965,MOV000966,Phantasm (Series),GB,2021-11-21,2021-11-28,GP0000007,1.75,Yard local decide understand street.,RE00000002
966,MOV000967,Phantom of the Paradise,GB,2021-08-04,2021-08-17,GP0000015,1.5,Manager culture language size issue what skin talk.,RE00000002
967,MOV000968,Phenomena,GB,2021-02-01,2021-02-23,GP0000003,1.0,Leave brother daughter without cup second movement certainly.,RE00000001
968,MOV000969,Philomena,GB,2021-03-15,2021-04-13,GP0000011,1.5,Factor score think necessary.,RE00000001
969,MOV000970,Pi,GB,2021-06-18,2021-06-23,GP0000020,1.5,Likely hospital reach few.,RE00000003
970,MOV000971,"Piano Teacher, The",GB,2021-11-17,2021-12-03,GP0000003,1.75,Miss term anything soldier their her marriage.,RE00000001
971,MOV000972,Picnic at Hanging Rock,GB,2021-06-20,2021-06-22,GP0000022,2.0,Between reduce agree price later bill beat.,RE00000002
972,MOV000973,"Picture of Dorian Gray, The",GB,2021-11-16,2021-12-12,GP0000022,2.0,Capital inside military.,RE00000001
973,MOV000974,Pieta,GB,2021-07-20,2021-08-08,GP0000006,1.5,Century evidence we best.,RE00000004
974,MOV000975,"Pigeon Sat on a Branch Reflecting on Existence, A",GB,2021-02-15,2021-02-22,GP0000021,1.5,Window fear level plan.,RE00000002
975,MOV000976,Pink Flamingos,GB,2021-01-19,2021-02-17,GP0000016,2.0,Baby garden itself house could.,RE00000003
976,MOV000977,Piranha (Series),GB,2021-10-21,2021-11-09,GP0000011,1.0,Buy short image stage simple.,RE00000001
977,MOV000978,Planet of the Apes,GB,2021-08-06,2021-08-20,GP0000009,1.75,Serve beat program should long trade near.,RE00000002
978,MOV000979,Platoon,GB,2021-07-10,2021-07-28,GP0000006,2.0,Experience unit ground it talk science energy major.,RE00000001
979,MOV000980,Pola X,GB,2021-06-13,2021-06-16,GP0000011,2.0,Nor good conference name.,RE00000003
980,MOV000981,Poltergeist,GB,2021-07-20,2021-07-20,GP0000001,1.75,Necessary detail he stuff item.,RE00000001
981,MOV000982,Polyester,GB,2021-02-20,2021-03-02,GP0000017,1.5,Just research main couple.,RE00000004
982,MOV000983,Pontypool,GB,2021-03-23,2021-04-20,GP0000010,1.5,Which follow respond back until research issue.,RE00000001
983,MOV000984,Pootie Tang,GB,2021-09-18,2021-10-16,GP0000025,1.5,Huge year mention whole.,RE00000003
984,MOV000985,Porco Rosso,GB,2021-12-09,2022-01-04,GP0000016,1.5,Tv pick office lawyer actually usually easy.,RE00000004
985,MOV000986,Possessor,GB,2021-01-15,2021-01-18,GP0000023,1.5,Almost likely check ask smile trial.,RE00000001
986,MOV000987,"Postman Always Rings Twice, The",GB,2021-02-10,2021-02-20,GP0000014,1.5,Return at Mrs until.,RE00000003
987,MOV000988,"Poughkeepsie Tapes, The",GB,2021-02-25,2021-03-24,GP0000019,1.5,Article successful too happy eight I deep.,RE00000003
988,MOV000989,Predator,GB,2021-07-10,2021-08-04,GP0000013,1.0,Data husband little account get around.,RE00000004
989,MOV000990,Predators,GB,2021-08-02,2021-08-02,GP0000018,1.0,Year save anyone free present boy order.,RE00000002
990,MOV000991,Prem Rog (1982),GB,2021-09-12,2021-09-14,GP0000003,1.75,Some debate at show radio.,RE00000002
991,MOV000992,Prep School,GB,2021-07-07,2021-07-30,GP0000004,2.0,House professional shoulder like.,RE00000003
992,MOV000993,"Prestige, The",GB,2021-04-25,2021-04-25,GP0000007,2.0,Forward because money community.,RE00000003
993,MOV000994,Prevenge,GB,2021-05-27,2021-06-13,GP0000020,1.0,Work environmental special inside child business.,RE00000004
994,MOV000995,Primer,GB,2021-02-07,2021-03-01,GP0000019,1.0,Nature lose lay weight.,RE00000003
995,MOV000996,Prince of Darkness,GB,2021-08-27,2021-09-04,GP0000010,1.75,Always on soldier.,RE00000004
996,MOV000997,"Princess Bride, The",GB,2021-11-28,2021-12-06,GP0000005,2.0,Throw may hope now end never degree interview.,RE00000001
997,MOV000998,"Princess and the Frog, The",GB,2021-11-09,2021-11-14,GP0000017,1.0,Thought word statement scene why leave find majority.,RE00000002
998,MOV000999,Priscilla Queen of the Desert,GB,2021-08-17,2021-09-09,GP0000018,2.0,Small pick political fine wind gas film avoid.,RE00000001
999,MOV001000,Prisoners,GB,2021-04-23,2021-05-18,GP0000024,1.5,All argue two manager may fight.,RE00000004
1000,MOV001001,Prom Night,GB,2021-09-19,2021-10-15,GP0000010,2.0,Relate against interesting director scene suddenly maintain.,RE00000004
1001,MOV001002,Prom Night 2,GB,2021-10-25,2021-11-09,GP0000024,1.75,During speak medical eat author training large.,RE00000001
1002,MOV001003,"Prophecy 2, The",GB,2021-03-20,2021-03-23,GP0000014,1.75,Future she consider yard to choice travel.,RE00000004
1003,MOV001004,"Prophecy 3, The",GB,2021-01-10,2021-01-20,GP0000021,1.75,Develop campaign of already course after.,RE00000001
1004,MOV001005,"Prophecy, The",GB,2021-04-20,2021-05-06,GP0000017,1.75,Less first top election happen whatever between.,RE00000004
1005,MOV001006,"Prowler, The",GB,2021-01-08,2021-02-06,GP0000022,1.5,Forward necessary year despite produce.,RE00000002
1006,MOV001007,Psycho,GB,2021-09-26,2021-10-17,GP0000011,1.75,Maintain pull official four budget.,RE00000001
1007,MOV001008,Pulp Fiction,GB,2021-11-22,2021-11-30,GP0000013,1.75,Marriage western result performance share later senior.,RE00000002
1008,MOV001009,Pump Up the Volume,GB,2021-03-29,2021-04-04,GP0000024,1.75,That enjoy pattern single reveal.,RE00000001
1009,MOV001010,Pumpkinhead (Series),GB,2021-07-11,2021-07-28,GP0000004,1.75,Scene its something.,RE00000001
1010,MOV001011,Punch-Drunk Love,GB,2021-02-22,2021-02-23,GP0000020,1.5,Everyone decade pick yard.,RE00000003
1011,MOV001012,"Punisher, The",GB,2021-01-13,2021-02-07,GP0000018,1.75,According image western bit stop.,RE00000003
1012,MOV001013,Puppet Master (Series),GB,2021-11-19,2021-12-02,GP0000009,2.0,Away similar ask person.,RE00000002
1013,MOV001014,Puppet Master The Littlest Reich,GB,2021-02-06,2021-02-12,GP0000015,1.0,Him analysis agency grow point mission film.,RE00000004
1014,MOV001015,"Purge 2: Anarchy, The",GB,2021-06-02,2021-06-15,GP0000006,1.5,Agency involve store hospital discussion page American.,RE00000001
1015,MOV001016,"Purge, The",GB,2021-07-05,2021-07-18,GP0000023,1.0,Into off difficult summer.,RE00000004
1016,MOV001017,Purple Rain,GB,2021-02-09,2021-02-09,GP0000002,1.75,Production method morning environment.,RE00000001
1017,MOV001018,Pyaasa (1957),GB,2021-05-30,2021-06-14,GP0000008,1.75,Civil summer at message week scientist.,RE00000003
1018,MOV001019,Queen (2014),GB,2021-05-17,2021-06-08,GP0000025,1.75,Human town in she through.,RE00000003
1019,MOV001020,R100,GB,2021-06-17,2021-06-29,GP0000007,1.0,Artist wear do.,RE00000004
1020,MOV001021,REC,GB,2021-11-13,2021-12-12,GP0000003,1.75,Story performance business agent customer job.,RE00000001
1021,MOV001022,Race with the Devil,GB,2021-06-29,2021-06-30,GP0000020,1.75,Hit although improve apply continue.,RE00000001
1022,MOV001023,Rachel Getting Married,GB,2021-10-01,2021-10-05,GP0000024,1.75,Look about measure instead property interesting those.,RE00000003
1023,MOV001024,Raging Bull,GB,2021-03-12,2021-03-31,GP0000024,2.0,Certainly bring all inside.,RE00000003
1024,MOV001025,"Raid 2, The",GB,2021-05-10,2021-06-07,GP0000018,2.0,Community beyond knowledge participant.,RE00000001
1025,MOV001026,"Raid: Redemption, The",GB,2021-03-08,2021-04-03,GP0000016,1.5,Car those believe suddenly.,RE00000002
1026,MOV001027,Rambo 4,GB,2021-04-12,2021-04-20,GP0000025,1.0,Eight professional authority notice according.,RE00000002
1027,MOV001028,Rare Exports,GB,2021-08-27,2021-09-18,GP0000006,2.0,Instead body partner responsibility seem behavior light.,RE00000003
1028,MOV001029,Ratatouille,GB,2021-01-23,2021-02-21,GP0000013,1.0,Onto investment yourself.,RE00000004
1029,MOV001030,Ravenous,GB,2021-01-13,2021-01-20,GP0000007,2.0,Call similar beat similar.,RE00000004
1030,MOV001031,Raw,GB,2021-07-22,2021-08-11,GP0000008,2.0,Quite blue require such what wall.,RE00000004
1031,MOV001032,Re-Animator,GB,2021-08-15,2021-08-26,GP0000014,1.75,Thank star perhaps class black.,RE00000004
1032,MOV001033,Ready or Not,GB,2021-08-23,2021-09-16,GP0000011,1.75,Defense wind lay major Congress television live.,RE00000001
1033,MOV001034,Real Steel,GB,2021-09-18,2021-09-27,GP0000012,1.0,Heavy billion poor executive want coach customer.,RE00000004
1034,MOV001035,Reality,GB,2021-06-18,2021-07-03,GP0000005,2.0,Painting practice reach region follow your would.,RE00000003
1035,MOV001036,Rear Window,GB,2021-09-21,2021-09-27,GP0000011,1.5,Culture image century ago my crime help.,RE00000003
1036,MOV001037,Rebel Without a Cause,GB,2021-12-06,2021-12-19,GP0000010,1.5,Force those building.,RE00000003
1037,MOV001038,Red Dawn,GB,2021-01-21,2021-01-28,GP0000010,2.0,Wait key require her north dog question response.,RE00000004
1038,MOV001039,Red Hook Summer,GB,2021-01-19,2021-02-04,GP0000007,1.75,Reality central whether almost laugh.,RE00000002
1039,MOV001040,Red Rock West,GB,2021-08-12,2021-08-14,GP0000022,1.0,Region treatment professor dinner hot skill.,RE00000003
1040,MOV001041,Red State,GB,2021-08-10,2021-09-02,GP0000018,1.75,Environmental realize summer local ready.,RE00000004
1041,MOV001042,Red White and Blue,GB,2021-04-30,2021-05-07,GP0000002,1.75,Success security economy.,RE00000003
1042,MOV001043,Redbelt,GB,2021-12-07,2021-12-15,GP0000024,1.5,Maintain and affect.,RE00000002
1043,MOV001044,Reform School Girls,GB,2021-05-17,2021-06-12,GP0000023,2.0,Serious policy many fight data white.,RE00000003
1044,MOV001045,Reign of Fire,GB,2021-09-22,2021-09-28,GP0000001,1.5,Data act sense around.,RE00000002
1045,MOV001046,Religulous,GB,2021-03-07,2021-03-25,GP0000016,1.75,Big contain be letter reach matter out police.,RE00000001
1046,MOV001047,Repo: The Genetic Opera,GB,2021-07-10,2021-07-15,GP0000018,1.75,Threat training this trade together theory.,RE00000004
1047,MOV001048,Repulsion,GB,2021-09-06,2021-09-22,GP0000016,1.0,Stage so treat research actually produce.,RE00000003
1048,MOV001049,Requiem for a Dream,GB,2021-05-07,2021-06-05,GP0000020,1.5,Past six certainly.,RE00000004
1049,MOV001050,Reservoir Dogs,GB,2021-12-08,2021-12-18,GP0000013,1.5,Yet customer car model this tax ten.,RE00000003
1050,MOV001051,Resident Evil (Series),GB,2021-07-22,2021-07-30,GP0000013,1.5,Mission white never state effect.,RE00000002
1051,MOV001052,Resolution,GB,2021-09-30,2021-09-30,GP0000024,1.0,Program whose determine common quickly defense phone return.,RE00000002
1052,MOV001053,Resurrect Dead,GB,2021-01-26,2021-02-23,GP0000001,1.75,Will realize understand prove change sense.,RE00000004
1053,MOV001054,Return of the Living Dead (Series),GB,2021-05-03,2021-05-27,GP0000004,1.5,On environmental hair usually.,RE00000001
1054,MOV001055,Revenge,GB,2021-09-05,2021-09-27,GP0000009,1.0,Chance their long guess these under concern.,RE00000001
1055,MOV001056,"Rider, The",GB,2021-03-29,2021-04-14,GP0000020,1.75,Since agent project high later.,RE00000001
1056,MOV001057,Rififi,GB,2021-12-08,2022-01-04,GP0000016,1.75,Husband travel seem each.,RE00000004
1057,MOV001058,Rise of the Planet of the Apes,GB,2021-07-21,2021-08-03,GP0000024,2.0,Cold positive follow sell.,RE00000001
1058,MOV001059,Risk,GB,2021-04-04,2021-04-08,GP0000014,2.0,Congress many room provide significant increase compare right.,RE00000002
1059,MOV001060,Road Games,GB,2021-03-02,2021-03-19,GP0000025,1.0,Present despite wind enjoy truth.,RE00000001
1060,MOV001061,Roadracers,GB,2021-03-10,2021-03-30,GP0000012,1.5,Reality them new early try region anything.,RE00000004
1061,MOV001062,RoboCop,GB,2021-10-07,2021-10-17,GP0000004,1.75,New spring commercial get occur mean building off.,RE00000003
1062,MOV001063,Rock N Roll High School,GB,2021-10-11,2021-11-05,GP0000009,2.0,Yeah bag time discussion item.,RE00000003
1063,MOV001064,"Rock, The",GB,2021-05-08,2021-05-20,GP0000025,1.75,Fly from present population.,RE00000002
1064,MOV001065,Rockstar (2011),GB,2021-01-28,2021-02-18,GP0000006,1.5,Learn first former statement.,RE00000004
1065,MOV001066,Rocky,GB,2021-12-08,2021-12-23,GP0000023,1.5,Early control garden usually.,RE00000002
1066,MOV001067,Rocky 2,GB,2021-05-28,2021-06-26,GP0000008,1.0,Various class instead science sister.,RE00000003
1067,MOV001068,Rocky 3,GB,2021-02-05,2021-02-10,GP0000016,1.75,Think guess quite growth reduce.,RE00000003
1068,MOV001069,Rocky 4,GB,2021-12-11,2021-12-29,GP0000022,1.75,Through budget area military television TV.,RE00000002
1069,MOV001070,Rocky 5,GB,2021-12-07,2021-12-11,GP0000018,2.0,Ground mouth really better really firm reveal.,RE00000004
1070,MOV001071,Rocky 6,GB,2021-06-09,2021-06-22,GP0000004,2.0,Rather large area off run describe possible.,RE00000002
1071,MOV001072,"Rocky Horror Picture Show, The",GB,2021-10-28,2021-11-13,GP0000012,1.75,Opportunity pass late wide result surface late.,RE00000004
1072,MOV001073,Rogue,GB,2021-10-04,2021-10-09,GP0000008,1.5,Your tree oil over defense likely.,RE00000001
1073,MOV001074,Rollerball,GB,2021-06-13,2021-06-24,GP0000020,2.0,Within machine word prevent himself.,RE00000003
1074,MOV001075,Rolling Thunder,GB,2021-03-05,2021-03-16,GP0000009,1.0,Former game PM month behind fear after.,RE00000001
1075,MOV001076,Romancing the Stone,GB,2021-05-24,2021-06-17,GP0000005,1.5,Adult child resource note various mean north.,RE00000002
1076,MOV001077,Room,GB,2021-10-24,2021-11-16,GP0000022,1.75,Table enter ground cold.,RE00000001
1077,MOV001078,"Room, The",GB,2021-01-12,2021-01-24,GP0000015,1.75,Focus hope green nearly watch contain which.,RE00000001
1078,MOV001079,"Root of All Evil?, The",GB,2021-03-05,2021-04-01,GP0000012,2.0,Analysis though yet upon.,RE00000004
1079,MOV001080,Rope,GB,2021-08-08,2021-08-11,GP0000013,1.75,Weight two memory both.,RE00000003
1080,MOV001081,Rosemary's Baby,GB,2021-11-03,2021-11-30,GP0000007,1.75,Environmental office where ever environmental toward where.,RE00000002
1081,MOV001082,"Royal Tenenbaums, The",GB,2021-09-02,2021-09-21,GP0000005,1.75,Painting too significant outside plan.,RE00000001
1082,MOV001083,Rubber,GB,2021-11-18,2021-12-13,GP0000024,1.0,Modern fine away far agree.,RE00000003
1083,MOV001084,Rumble in the Bronx,GB,2021-11-06,2021-11-23,GP0000004,1.5,Whose perhaps determine five he society Republican.,RE00000003
1084,MOV001085,Rush Hour,GB,2021-12-11,2022-01-03,GP0000006,1.0,Close quite sport successful go.,RE00000001
1085,MOV001086,S1M0NE,GB,2021-02-08,2021-03-06,GP0000001,2.0,Suggest whatever garden join prepare public.,RE00000001
1086,MOV001087,SLC Punk,GB,2021-06-17,2021-07-08,GP0000004,1.75,Stand response who group.,RE00000002
1087,MOV001088,Safety Not Guaranteed,GB,2021-10-17,2021-11-14,GP0000024,2.0,Over past candidate though couple evidence.,RE00000001
1088,MOV001089,Sahib Bibi Aur Ghulam (1962),GB,2021-03-23,2021-04-17,GP0000008,2.0,Nor only care its year all try.,RE00000003
1089,MOV001090,Salaam Bombay! (1998),GB,2021-10-19,2021-11-10,GP0000023,1.5,Think traditional group exactly discover end.,RE00000004
1090,MOV001091,Sangam (1964),GB,2021-01-30,2021-02-07,GP0000024,1.5,Where some impact check.,RE00000004
1091,MOV001092,Satan's Little Helper,GB,2021-10-03,2021-10-09,GP0000012,1.5,Professional theory usually never serve politics know begin.,RE00000002
1092,MOV001093,Satya (1998),GB,2021-05-22,2021-06-11,GP0000015,2.0,Cell benefit tell.,RE00000004
1093,MOV001094,Satyam Shivam Sundaram (1978),GB,2021-05-16,2021-06-13,GP0000019,2.0,Note citizen indicate institution design all my sometimes.,RE00000001
1094,MOV001095,Saw (Series),GB,2021-09-23,2021-10-12,GP0000009,2.0,Result per either serious.,RE00000003
1095,MOV001096,"Scanner Darkly, A",GB,2021-10-29,2021-11-21,GP0000010,2.0,Scene media themselves continue.,RE00000001
1096,MOV001097,Scanners,GB,2021-07-09,2021-08-05,GP0000010,2.0,Security reason religious.,RE00000002
1097,MOV001098,Scare Me,GB,2021-02-21,2021-03-04,GP0000024,2.0,Likely five risk road describe action poor.,RE00000003
1098,MOV001099,Scent of a Woman,GB,2021-04-05,2021-04-13,GP0000022,1.5,Mr focus live manager chair.,RE00000004
1099,MOV001100,Schindler's List,GB,2021-10-23,2021-11-01,GP0000004,1.0,Will time each else imagine much.,RE00000001
1100,MOV001101,School of the Holy Beast,GB,2021-03-05,2021-03-22,GP0000007,1.5,Time left baby those particular.,RE00000001
1101,MOV001102,Scott Pilgrim,GB,2021-09-24,2021-10-15,GP0000008,1.75,Lay everybody everyone.,RE00000001
1102,MOV001103,Scream (Series),GB,2021-11-05,2021-12-01,GP0000014,1.0,Lay present many during feel something time rock.,RE00000001
1103,MOV001104,Scream of Fear,GB,2021-08-29,2021-09-19,GP0000018,1.75,Upon knowledge technology what.,RE00000002
1104,MOV001105,Secret Beyond the Door,GB,2021-07-11,2021-07-21,GP0000003,2.0,Myself campaign run answer late drop.,RE00000001
1105,MOV001106,"Secret, The",GB,2021-02-08,2021-02-09,GP0000015,1.0,Challenge onto believe result save glass moment turn.,RE00000003
1106,MOV001107,Secretary,GB,2021-07-24,2021-08-18,GP0000013,1.0,Serious whom reduce tough anyone.,RE00000002
1107,MOV001108,"Serbian Film, A",GB,2021-04-14,2021-04-22,GP0000008,1.0,Behavior book lay language position prove future operation.,RE00000001
1108,MOV001109,Serenity,GB,2021-06-20,2021-07-14,GP0000017,1.5,Field sister charge even safe activity authority.,RE00000002
1109,MOV001110,Serial Mom,GB,2021-06-05,2021-07-02,GP0000023,1.5,Pass father you important.,RE00000003
1110,MOV001111,"Serious Man, A",GB,2021-10-30,2021-11-18,GP0000011,1.5,Child picture why thousand sure region training door.,RE00000002
1111,MOV001112,Session 9,GB,2021-04-30,2021-04-30,GP0000010,1.75,Degree western matter reach smile.,RE00000002
1112,MOV001113,"Sessions, The",GB,2021-01-10,2021-01-16,GP0000014,2.0,Body finally agree.,RE00000003
1113,MOV001114,Set it Off,GB,2021-04-07,2021-04-19,GP0000010,1.0,Such little newspaper small national.,RE00000004
1114,MOV001115,Seven,GB,2021-07-29,2021-08-20,GP0000018,1.0,Consider defense music.,RE00000001
1115,MOV001116,Sex and Fury,GB,2021-10-03,2021-10-19,GP0000019,1.75,Role water easy most thousand west stage.,RE00000003
1116,MOV001117,Shaan (1980),GB,2021-10-26,2021-11-07,GP0000015,1.75,Relationship happy film hair different.,RE00000004
1117,MOV001118,Shadow of the Vampire,GB,2021-07-20,2021-08-04,GP0000017,2.0,Ask street pattern scientist food hour.,RE00000001
1118,MOV001119,Shaft,GB,2021-02-07,2021-02-28,GP0000006,2.0,Fire bank less score staff.,RE00000003
1119,MOV001120,Shallow Grave,GB,2021-11-04,2021-11-27,GP0000011,1.0,Success man impact wait house however.,RE00000001
1120,MOV001121,Shame,GB,2021-01-24,2021-02-04,GP0000001,1.75,Catch interest would.,RE00000001
1121,MOV001122,"Shape of Things, The",GB,2021-09-09,2021-09-28,GP0000022,1.0,Too history Democrat fast ask art old.,RE00000004
1122,MOV001123,Sharkboy and Lavagirl,GB,2021-05-17,2021-05-19,GP0000014,1.75,Ability for financial idea within probably.,RE00000003
1123,MOV001124,Sharmeelee (1971),GB,2021-11-20,2021-11-23,GP0000001,1.0,Own southern hotel away push.,RE00000004
1124,MOV001125,Shaun of the Dead,GB,2021-02-02,2021-03-02,GP0000009,1.75,Her approach federal.,RE00000004
1125,MOV001126,"Shawshank Redemption, The",GB,2021-05-28,2021-06-02,GP0000023,1.5,Management very live word business break.,RE00000003
1126,MOV001127,She's Gotta Have It,GB,2021-10-06,2021-11-01,GP0000004,1.0,That industry side scene hard.,RE00000002
1127,MOV001128,Sherlock Holmes' Smarter Brother,GB,2021-11-13,2021-11-20,GP0000007,2.0,Magazine result cultural space.,RE00000001
